date,Year,Month,Day,Site,km,Vol,m3km,ws,wd,SeaTemp
9/1/2019,2019,1,9,A,2.2,14,6.36,1.99,253.11,26.08
10/1/2019,2019,1,10,A,2.2,0,0,2.22,219.97,25.33
11/1/2019,2019,1,11,A,2.2,0,0,2.37,172.46,24.86
12/1/2019,2019,1,12,A,2.2,0,0,2.32,116.38,24.64
13/01/2019,2019,1,13,A,2.2,14,6.36,2.65,150.81,25.1
14/01/2019,2019,1,14,A,2.2,42,19.09,2.4,170.98,25.45
15/01/2019,2019,1,15,A,2.2,0,0,3.26,128.73,25.41
16/01/2019,2019,1,16,A,2.2,0,0,3.94,63.77,24.76
17/01/2019,2019,1,17,A,2.2,0,0,2.79,126.89,24.32
18/01/2019,2019,1,18,A,2.2,0,0,1.73,230.26,24.12
19/01/2019,2019,1,19,A,2.2,14,6.36,3.43,139.53,24.84
20/01/2019,2019,1,20,A,2.2,119,54.09,2.46,282.64,25.98
21/01/2019,2019,1,21,A,2.2,360,163.64,2.27,180.36,24.75
22/01/2019,2019,1,22,A,2.2,518,235.45,5.29,107.07,23.98
23/01/2019,2019,1,23,A,2.2,189,85.91,5.64,147.66,26.18
24/01/2019,2019,1,24,A,2.2,21,9.55,1.94,225.68,26.71
25/01/2019,2019,1,25,A,2.2,0,0,3.09,185.19,26.48
26/01/2019,2019,1,26,A,2.2,0,0,2.29,171.5,26.16
27/01/2019,2019,1,27,A,2.2,0,0,2.34,240.72,26.34
28/01/2019,2019,1,28,A,2.2,0,0,2.21,219.6,25.16
29/01/2019,2019,1,29,A,2.2,0,0,1.88,180.21,25.35
30/01/2019,2019,1,30,A,2.2,0,0,2.25,194.8,25.42
31/01/2019,2019,1,31,A,2.2,0,0,3.54,117.51,25.28
1/2/2019,2019,2,1,A,2.2,252,114.55,3.86,119.35,25.75
2/2/2019,2019,2,2,A,2.2,210,95.45,2.63,126.04,26.92
3/2/2019,2019,2,3,A,2.2,292,132.73,2.89,127.27,27.18
4/2/2019,2019,2,4,A,2.2,308,140,3.11,124.13,26.99
5/2/2019,2019,2,5,A,2.2,301,136.82,3.78,111.34,26.91
6/2/2019,2019,2,6,A,2.2,273,124.09,3.9,103.99,26.63
7/2/2019,2019,2,7,A,2.2,476,216.36,4.5,110.63,26.51
8/2/2019,2019,2,8,A,2.2,217,98.64,4.23,77.34,26.3
9/2/2019,2019,2,9,A,2.2,56,25.45,4.49,69.77,26.25
10/2/2019,2019,2,10,A,2.2,203,92.27,4.72,91.09,26.45
11/2/2019,2019,2,11,A,2.2,98,44.55,3.82,122.8,26.66
12/2/2019,2019,2,12,A,2.2,192,87.27,3.19,128.63,26.09
13/02/2019,2019,2,13,A,2.2,147,66.82,2.52,185.52,26.13
14/02/2019,2019,2,14,A,2.2,14,6.36,2.2,176.58,26.35
15/02/2019,2019,2,15,A,2.2,42,19.09,1.86,169.09,26.38
16/02/2019,2019,2,16,A,2.2,28,12.73,4.17,162.23,26.19
17/02/2019,2019,2,17,A,2.2,175,79.55,5.82,154.86,26.43
18/02/2019,2019,2,18,A,2.2,273,124.09,5.29,150.28,27.04
19/02/2019,2019,2,19,A,2.2,420,190.91,4.72,139.88,27.19
20/02/2019,2019,2,20,A,2.2,175,79.55,5.15,140.59,27.16
21/02/2019,2019,2,21,A,2.2,98,44.55,5.26,135.26,26.99
22/02/2019,2019,2,22,A,2.2,161,73.18,5.27,137,27.06
23/02/2019,2019,2,23,A,2.2,126,57.27,4.54,137.21,26.98
24/02/2019,2019,2,24,A,2.2,119,54.09,3.7,142.13,27.14
25/02/2019,2019,2,25,A,2.2,120,54.55,3.19,107.79,27.33
26/02/2019,2019,2,26,A,2.2,168,76.36,3.34,112.85,27.29
27/02/2019,2019,2,27,A,2.2,266,120.91,3.29,109.96,27.42
28/02/2019,2019,2,28,A,2.2,329,149.55,3.64,125.74,27.49
1/3/2019,2019,3,1,A,2.2,378,171.82,3.99,122.85,27.38
2/3/2019,2019,3,2,A,2.2,302,137.27,3.24,123.1,27.63
3/3/2019,2019,3,3,A,2.2,147,66.82,3.41,144.96,27.6
4/3/2019,2019,3,4,A,2.2,168,76.36,3.44,152.68,27.62
5/3/2019,2019,3,5,A,2.2,101,45.91,2.5,130.68,27.8
6/3/2019,2019,3,6,A,2.2,203,92.27,6,47.98,27.19
7/3/2019,2019,3,7,A,2.2,140,63.64,3.9,76.38,25.72
8/3/2019,2019,3,8,A,2.2,105,47.73,3.19,93.81,26.26
9/3/2019,2019,3,9,A,2.2,84,38.18,4.27,130.84,26.79
10/3/2019,2019,3,10,A,2.2,308,140,4.42,118.21,27.01
11/3/2019,2019,3,11,A,2.2,300,136.36,3.84,101.14,27.19
12/3/2019,2019,3,12,A,2.2,196,89.09,3.74,88.54,27.37
13/03/2019,2019,3,13,A,2.2,287,130.45,4.82,126.01,27.44
14/03/2019,2019,3,14,A,2.2,280,127.27,4.9,138.78,27.15
15/03/2019,2019,3,15,A,2.2,315,143.18,3.84,130.6,27.35
16/03/2019,2019,3,16,A,2.2,175,79.55,2.58,110.25,27.91
17/03/2019,2019,3,17,A,2.2,126,57.27,2.01,136.26,28.39
18/03/2019,2019,3,18,A,2.2,63,28.64,2.19,166.55,28.57
19/03/2019,2019,3,19,A,2.2,133,60.45,1.63,255.41,27.7
20/03/2019,2019,3,20,A,2.2,88,40,3.02,156.36,27.54
21/03/2019,2019,3,21,A,2.2,42,19.09,2.66,203.41,27.02
22/03/2019,2019,3,22,A,2.2,28,12.73,3.15,151.92,26.66
23/03/2019,2019,3,23,A,2.2,70,31.82,3.13,77.36,26.45
24/03/2019,2019,3,24,A,2.2,49,22.27,2.59,102.88,26.28
25/03/2019,2019,3,25,A,2.2,70,31.82,2.54,115.07,27.25
26/03/2019,2019,3,26,A,2.2,77,35,3.14,123.78,27.87
27/03/2019,2019,3,27,A,2.2,35,15.91,3.28,196.3,27.14
28/03/2019,2019,3,28,A,2.2,49,22.27,3.4,142.62,26.26
29/03/2019,2019,3,29,A,2.2,56,25.45,2.96,165.87,25.73
30/03/2019,2019,3,30,A,2.2,138,62.73,3.4,119.69,26.27
31/03/2019,2019,3,31,A,2.2,217,98.64,3.77,105.62,26.98
1/4/2019,2019,4,1,A,2.2,266,120.91,3.48,139.34,27.81
2/4/2019,2019,4,2,A,2.2,441,200.45,2.47,151.13,28.3
3/4/2019,2019,4,3,A,2.2,539,245,3.38,109.47,28.66
4/4/2019,2019,4,4,A,2.2,77,35,3.87,120.68,28.55
5/4/2019,2019,4,5,A,2.2,112,50.91,3.83,125.81,28.28
6/4/2019,2019,4,6,A,2.2,370,168.18,4.24,127.25,28.2
7/4/2019,2019,4,7,A,2.2,203,92.27,4.98,134.26,28.06
8/4/2019,2019,4,8,A,2.2,711,323.18,4.46,138.79,28.06
9/4/2019,2019,4,9,A,2.2,63,28.64,3.04,180.81,27.17
10/4/2019,2019,4,10,A,2.2,64,29.09,2.27,173.55,26.85
11/4/2019,2019,4,11,A,2.2,49,22.27,3.38,132.33,27.16
12/4/2019,2019,4,12,A,2.2,182,82.73,4.99,140.98,27.56
13/04/2019,2019,4,13,A,2.2,196,89.09,6.07,144.82,27.6
14/04/2019,2019,4,14,A,2.2,252,114.55,4.58,151.77,27.71
15/04/2019,2019,4,15,A,2.2,0,0,2.5,129.13,27.93
16/04/2019,2019,4,16,A,2.2,434,197.27,3.49,94.51,28.34
17/04/2019,2019,4,17,A,2.2,91,41.36,3.66,104.45,28.8
18/04/2019,2019,4,18,A,2.2,56,25.45,4.93,150.39,28.48
19/04/2019,2019,4,19,A,2.2,56,25.45,3.54,212.77,28.14
20/04/2019,2019,4,20,A,2.2,49,22.27,2.21,221.66,27.6
21/04/2019,2019,4,21,A,2.2,28,12.73,2.72,172.6,26.87
22/04/2019,2019,4,22,A,2.2,224,101.82,3.24,98.75,26.88
23/04/2019,2019,4,23,A,2.2,154,70,4,103.49,27.41
24/04/2019,2019,4,24,A,2.2,363,165,4.06,124.16,27.95
25/04/2019,2019,4,25,A,2.2,364,165.45,4.65,144.29,27.96
26/04/2019,2019,4,26,A,2.2,259,117.73,4.07,164.16,28.25
27/04/2019,2019,4,27,A,2.2,273,124.09,2.61,150.35,28.67
28/04/2019,2019,4,28,A,2.2,392,178.18,3.43,128.12,28.84
29/04/2019,2019,4,29,A,2.2,336,152.73,4.04,106.31,28.99
30/04/2019,2019,4,30,A,2.2,448,203.64,3.99,103.52,28.76
1/5/2019,2019,5,1,A,2.2,1540,700,3.59,114.18,28.58
2/5/2019,2019,5,2,A,2.2,1363,619.55,3.52,122.27,28.07
3/5/2019,2019,5,3,A,2.2,1855,843.18,4.17,140.34,29.17
4/5/2019,2019,5,4,A,2.2,1708,776.36,5,150.79,28.56
5/5/2019,2019,5,5,A,2.2,1680,763.64,4.61,148.99,28.37
6/5/2019,2019,5,6,A,2.2,2497,1135,3.97,144.74,28.57
7/5/2019,2019,5,7,A,2.2,1848,840,3.33,134,28.87
8/5/2019,2019,5,8,A,2.2,1750,795.45,3.81,127.85,29.28
9/5/2019,2019,5,9,A,2.2,1764,801.82,4.94,143.51,29.06
10/5/2019,2019,5,10,A,2.2,1499,681.36,4.65,134.38,29.05
11/5/2019,2019,5,11,A,2.2,1800,818.18,4.14,140.67,29.3
12/5/2019,2019,5,12,A,2.2,1414,642.73,4.4,152.79,29.47
13/05/2019,2019,5,13,A,2.2,2030,922.73,4.3,154.08,29.46
14/05/2019,2019,5,14,A,2.2,1575,715.91,4.06,147.05,29.45
15/05/2019,2019,5,15,A,2.2,1722,782.73,3.28,136.99,29.46
16/05/2019,2019,5,16,A,2.2,798,362.73,2.62,122.11,29.84
17/05/2019,2019,5,17,A,2.2,1124,510.91,2.89,118.75,29.92
18/05/2019,2019,5,18,A,2.2,1638,744.55,3.95,137.97,30.14
19/05/2019,2019,5,19,A,2.2,861,391.36,4.41,142.48,29.57
20/05/2019,2019,5,20,A,2.2,840,381.82,3.72,116.27,29.51
21/05/2019,2019,5,21,A,2.2,609,276.82,3.9,126.31,29.8
22/05/2019,2019,5,22,A,2.2,1260,572.73,4.36,122.33,29.75
23/05/2019,2019,5,23,A,2.2,1624,738.18,4.08,95.87,29.68
24/05/2019,2019,5,24,A,2.2,1148,521.82,4.15,83.43,29.47
25/05/2019,2019,5,25,A,2.2,1232,560,4.21,73.39,29.29
26/05/2019,2019,5,26,A,2.2,560,254.55,3.46,78.11,29.51
27/05/2019,2019,5,27,A,2.2,952,432.73,4.93,96.13,29.9
28/05/2019,2019,5,28,A,2.2,1176,534.55,6.69,93.92,29.8
29/05/2019,2019,5,29,A,2.2,924,420,5.64,120.55,30.06
30/05/2019,2019,5,30,A,2.2,910,413.64,5.71,125.65,30.38
31/05/2019,2019,5,31,A,2.2,1134,515.45,6.43,122.14,30.38
1/6/2019,2019,6,1,A,2.2,1050,477.27,6.15,121.09,30.1
2/6/2019,2019,6,2,A,2.2,798,362.73,5.95,136.14,30.34
3/6/2019,2019,6,3,A,2.2,1190,540.91,6.58,138.82,30.39
4/6/2019,2019,6,4,A,2.2,1148,521.82,6.09,134.17,30.3
5/6/2019,2019,6,5,A,2.2,1078,490,6.03,137.5,30.25
6/6/2019,2019,6,6,A,2.2,1148,521.82,6.34,151.66,30.35
7/6/2019,2019,6,7,A,2.2,1218,553.64,6.89,159.64,30.1
8/6/2019,2019,6,8,A,2.2,1036,470.91,7.69,157.85,30.02
9/6/2019,2019,6,9,A,2.2,728,330.91,7.71,154.97,29.91
10/6/2019,2019,6,10,A,2.2,742,337.27,6.5,148.39,29.86
11/6/2019,2019,6,11,A,2.2,574,260.91,5.5,145.45,30.2
12/6/2019,2019,6,12,A,2.2,1036,470.91,5.11,139.3,30.54
13/06/2019,2019,6,13,A,2.2,994,451.82,5.49,146.66,30.31
14/06/2019,2019,6,14,A,2.2,896,407.27,5.92,93.63,29.52
15/06/2019,2019,6,15,A,2.2,1512,687.27,4.75,106.07,30.19
16/06/2019,2019,6,16,A,2.2,504,229.09,4.62,131.35,30.47
17/06/2019,2019,6,17,A,2.2,756,343.64,6.01,141.33,30.39
18/06/2019,2019,6,18,A,2.2,770,350,6.45,145.29,30.4
19/06/2019,2019,6,19,A,2.2,882,400.91,6.4,143.14,30.19
20/06/2019,2019,6,20,A,2.2,1050,477.27,6.68,137.23,30.01
21/06/2019,2019,6,21,A,2.2,1050,477.27,6.22,117.87,30.12
22/06/2019,2019,6,22,A,2.2,994,451.82,6.62,122,30.17
23/06/2019,2019,6,23,A,2.2,700,318.18,5.77,134.57,30.05
24/06/2019,2019,6,24,A,2.2,1120,509.09,4.39,135.45,30.4
25/06/2019,2019,6,25,A,2.2,1260,572.73,5.74,104.63,30.73
26/06/2019,2019,6,26,A,2.2,1148,521.82,5.94,85.13,31.13
27/06/2019,2019,6,27,A,2.2,882,400.91,5.9,67.96,31.43
28/06/2019,2019,6,28,A,2.2,756,343.64,5.1,70.08,31.21
29/06/2019,2019,6,29,A,2.2,532,241.82,3.99,161.28,31.08
30/06/2019,2019,6,30,A,2.2,98,44.55,5.38,133.26,29.55
1/7/2019,2019,7,1,A,2.2,504,229.09,5.58,91.91,29.6
2/7/2019,2019,7,2,A,2.2,700,318.18,4.71,88.86,30.43
3/7/2019,2019,7,3,A,2.2,700,318.18,4.22,90.11,30.89
4/7/2019,2019,7,4,A,2.2,700,318.18,4.75,81.62,31.51
5/7/2019,2019,7,5,A,2.2,644,292.73,2.74,175.61,32.12
6/7/2019,2019,7,6,A,2.2,700,318.18,3.67,115.8,32.08
7/7/2019,2019,7,7,A,2.2,490,222.73,4.37,90.39,31.94
8/7/2019,2019,7,8,A,2.2,938,426.36,2.96,146.31,31.22
9/7/2019,2019,7,9,A,2.2,784,356.36,3.95,178.86,30.8
10/7/2019,2019,7,10,A,2.2,770,350,5.65,156.28,30.73
11/7/2019,2019,7,11,A,2.2,1022,464.55,6.22,166.06,30.76
12/7/2019,2019,7,12,A,2.2,1064,483.64,7.36,160.58,30.17
13/07/2019,2019,7,13,A,2.2,784,356.36,5.38,136.52,30.1
14/07/2019,2019,7,14,A,2.2,630,286.36,5.66,110.59,30.36
15/07/2019,2019,7,15,A,2.2,742,337.27,4.77,115.21,30.78
16/07/2019,2019,7,16,A,2.2,812,369.09,4.83,117.08,30.72
17/07/2019,2019,7,17,A,2.2,910,413.64,4.09,93.66,31.24
18/07/2019,2019,7,18,A,2.2,868,394.55,4.08,115.26,31.57
19/07/2019,2019,7,19,A,2.2,798,362.73,5.28,95.72,31.15
20/07/2019,2019,7,20,A,2.2,602,273.64,4.74,108.05,31.13
21/07/2019,2019,7,21,A,2.2,588,267.27,5.02,110.95,30.99
22/07/2019,2019,7,22,A,2.2,784,356.36,3.75,128.89,30.77
23/07/2019,2019,7,23,A,2.2,218,99.09,2.34,205.55,30.84
24/07/2019,2019,7,24,A,2.2,714,324.55,3.75,152.06,30.56
25/07/2019,2019,7,25,A,2.2,728,330.91,5,135.78,30.41
26/07/2019,2019,7,26,A,2.2,742,337.27,5.26,108.27,30.8
27/07/2019,2019,7,27,A,2.2,897,407.73,6.29,69.86,30.77
28/07/2019,2019,7,28,A,2.2,700,318.18,5.08,76.62,31.09
29/07/2019,2019,7,29,A,2.2,1036,470.91,5.28,57.03,31.32
30/07/2019,2019,7,30,A,2.2,756,343.64,5.06,89.07,31.39
31/07/2019,2019,7,31,A,2.2,546,248.18,4.69,87.05,31.86
1/8/2019,2019,8,1,A,2.2,504,229.09,3.45,126.94,31.7
2/8/2019,2019,8,2,A,2.2,1568,712.73,2.86,177.96,31.57
3/8/2019,2019,8,3,A,2.2,588,267.27,3.42,169.81,31.01
4/8/2019,2019,8,4,A,2.2,252,114.55,5.09,143.59,30.91
5/8/2019,2019,8,5,A,2.2,546,248.18,5.5,123.67,31.01
6/8/2019,2019,8,6,A,2.2,0,0,4.56,103.71,31.25
7/8/2019,2019,8,7,A,2.2,0,0,4.02,96.06,31.64
8/8/2019,2019,8,8,A,2.2,0,0,4.94,90.41,31.75
9/8/2019,2019,8,9,A,2.2,0,0,5.52,134.49,31.62
10/8/2019,2019,8,10,A,2.2,616,280,4.59,117.14,31.49
11/8/2019,2019,8,11,A,2.2,601,273.18,4.6,87.25,32.4
12/8/2019,2019,8,12,A,2.2,0,0,3.98,94.57,32.43
13/08/2019,2019,8,13,A,2.2,210,95.45,4.51,97.53,32.37
14/08/2019,2019,8,14,A,2.2,170,77.27,4.34,120.9,32.33
15/08/2019,2019,8,15,A,2.2,392,178.18,4.65,148.92,31.53
16/08/2019,2019,8,16,A,2.2,791,359.55,4.78,130.96,30.91
17/08/2019,2019,8,17,A,2.2,616,280,7.41,144.15,30.4
18/08/2019,2019,8,18,A,2.2,458,208.18,6.37,111.46,30.06
19/08/2019,2019,8,19,A,2.2,539,245,5.14,102.72,30.28
20/08/2019,2019,8,20,A,2.2,714,324.55,5.06,131.28,30.02
21/08/2019,2019,8,21,A,2.2,546,248.18,6.47,110.82,29.42
22/08/2019,2019,8,22,A,2.2,588,267.27,5.27,122.65,30.18
23/08/2019,2019,8,23,A,2.2,644,292.73,4.05,124.38,30.74
24/08/2019,2019,8,24,A,2.2,434,197.27,3.63,126.16,31.22
25/08/2019,2019,8,25,A,2.2,294,133.64,4.16,146.94,31.15
26/08/2019,2019,8,26,A,2.2,483,219.55,5.93,146.21,30.69
27/08/2019,2019,8,27,A,2.2,392,178.18,5.22,135.22,30.62
28/08/2019,2019,8,28,A,2.2,595,270.45,4.07,110.87,30.63
29/08/2019,2019,8,29,A,2.2,497,225.91,3.29,192.23,30.7
30/08/2019,2019,8,30,A,2.2,476,216.36,2.74,219.84,30.63
31/08/2019,2019,8,31,A,2.2,364,165.45,2.3,256.35,30.52
1/9/2019,2019,9,1,A,2.2,0,0,3.27,230.32,30.05
2/9/2019,2019,9,2,A,2.2,0,0,4.75,188,29.41
3/9/2019,2019,9,3,A,2.2,0,0,4.33,183.21,30.09
4/9/2019,2019,9,4,A,2.2,0,0,4.65,160.32,30.39
5/9/2019,2019,9,5,A,2.2,105,47.73,3.85,125.09,30.99
6/9/2019,2019,9,6,A,2.2,77,35,2.7,172.52,31.38
7/9/2019,2019,9,7,A,2.2,21,9.55,3.36,177.53,31.29
8/9/2019,2019,9,8,A,2.2,0,0,4.15,158.94,31.49
9/9/2019,2019,9,9,A,2.2,133,60.45,5.41,85.26,31.59
10/9/2019,2019,9,10,A,2.2,308,140,4.51,91.75,31.48
11/9/2019,2019,9,11,A,2.2,189,85.91,7.36,70.64,31.02
12/9/2019,2019,9,12,A,2.2,70,31.82,6.05,71.94,30.6
13/09/2019,2019,9,13,A,2.2,63,28.64,2.43,270.55,29.82
14/09/2019,2019,9,14,A,2.2,0,0,3.24,219.08,30.27
15/09/2019,2019,9,15,A,2.2,0,0,4.57,169.83,30.7
16/09/2019,2019,9,16,A,2.2,245,111.36,4.31,116.54,31.01
17/09/2019,2019,9,17,A,2.2,259,117.73,4.51,85.09,31.38
18/09/2019,2019,9,18,A,2.2,119,54.09,5.49,121.51,31.48
19/09/2019,2019,9,19,A,2.2,154,70,6.97,67.25,30.91
20/09/2019,2019,9,20,A,2.2,91,41.36,7.15,60.5,30.42
21/09/2019,2019,9,21,A,2.2,0,0,4.82,106.14,30.27
22/09/2019,2019,9,22,A,2.2,112,50.91,4.29,86.78,30.21
23/09/2019,2019,9,23,A,2.2,0,0,3.24,199.79,30.56
24/09/2019,2019,9,24,A,2.2,126,57.27,3.09,154.12,31.15
25/09/2019,2019,9,25,A,2.2,175,79.55,4.15,112.53,30.75
26/09/2019,2019,9,26,A,2.2,186,84.55,4.7,123.15,30.98
27/09/2019,2019,9,27,A,2.2,0,0,4.92,109.95,30.93
28/09/2019,2019,9,28,A,2.2,98,44.55,5.92,122.97,30.53
29/09/2019,2019,9,29,A,2.2,364,165.45,5.73,99.97,30.92
30/09/2019,2019,9,30,A,2.2,378,171.82,7.69,60.44,30.7
1/10/2019,2019,10,1,A,2.2,187,85,7.83,64.46,29.5
2/10/2019,2019,10,2,A,2.2,105,47.73,5.98,67.55,29.66
3/10/2019,2019,10,3,A,2.2,64,29.09,2.24,237.76,29.9
4/10/2019,2019,10,4,A,2.2,0,0,2.34,225.58,30.26
5/10/2019,2019,10,5,A,2.2,0,0,1.8,224.67,30.36
6/10/2019,2019,10,6,A,2.2,0,0,2.59,205.29,30.03
7/10/2019,2019,10,7,A,2.2,0,0,2.28,239.55,29.94
8/10/2019,2019,10,8,A,2.2,0,0,2.3,191.57,29.32
9/10/2019,2019,10,9,A,2.2,0,0,3.59,126.45,29.54
10/10/2019,2019,10,10,A,2.2,0,0,3.68,150.18,30.05
11/10/2019,2019,10,11,A,2.2,105,47.73,5.47,69.58,30.13
12/10/2019,2019,10,12,A,2.2,0,0,4.84,101.12,30.21
13/10/2019,2019,10,13,A,2.2,0,0,5.27,89.94,30.24
14/10/2019,2019,10,14,A,2.2,0,0,6.45,84.27,30.06
15/10/2019,2019,10,15,A,2.2,0,0,8.26,123.68,29.87
16/10/2019,2019,10,16,A,2.2,0,0,6.96,148.7,29.94
17/10/2019,2019,10,17,A,2.2,0,0,6.75,155.7,29.75
18/10/2019,2019,10,18,A,2.2,0,0,8.75,181.31,29.56
19/10/2019,2019,10,19,A,2.2,0,0,7.26,186.84,29.66
20/10/2019,2019,10,20,A,2.2,0,0,6.46,160.11,29.85
21/10/2019,2019,10,21,A,2.2,0,0,6.64,145.16,29.89
22/10/2019,2019,10,22,A,2.2,0,0,4.37,119.3,29.18
23/10/2019,2019,10,23,A,2.2,0,0,5.38,130.49,28.6
24/10/2019,2019,10,24,A,2.2,0,0,7.5,111.02,28.88
25/10/2019,2019,10,25,A,2.2,0,0,6.05,135.6,29.2
26/10/2019,2019,10,26,A,2.2,0,0,4.26,179.82,29.55
27/10/2019,2019,10,27,A,2.2,0,0,2.93,170.01,29.66
28/10/2019,2019,10,28,A,2.2,42,19.09,3.65,181.82,29.65
29/10/2019,2019,10,29,A,2.2,105,47.73,5.06,119,29.8
30/10/2019,2019,10,30,A,2.2,70,31.82,5.48,111.49,29.65
31/10/2019,2019,10,31,A,2.2,56,25.45,3.82,141.51,29.8
1/11/2019,2019,11,1,A,2.2,42,19.09,4.22,113.55,29.86
2/11/2019,2019,11,2,A,2.2,0,0,5.74,82.15,29.75
3/11/2019,2019,11,3,A,2.2,0,0,5.71,114.92,29.27
4/11/2019,2019,11,4,A,2.2,0,0,5.32,92.27,28.81
5/11/2019,2019,11,5,A,2.2,0,0,5.28,89.44,28.98
6/11/2019,2019,11,6,A,2.2,0,0,7.61,81.38,28.63
7/11/2019,2019,11,7,A,2.2,0,0,6.57,78.52,28.54
8/11/2019,2019,11,8,A,2.2,0,0,3.71,175.94,29
9/11/2019,2019,11,9,A,2.2,0,0,4.06,175.21,28.79
10/11/2019,2019,11,10,A,2.2,0,0,6.29,152.86,28.53
11/11/2019,2019,11,11,A,2.2,0,0,5.3,117.8,28.43
12/11/2019,2019,11,12,A,2.2,0,0,2.56,194.24,28.82
13/11/2019,2019,11,13,A,2.2,0,0,4.66,140.37,28.75
14/11/2019,2019,11,14,A,2.2,0,0,5.04,122.35,28.07
15/11/2019,2019,11,15,A,2.2,0,0,2.74,270.43,28.24
16/11/2019,2019,11,16,A,2.2,0,0,3.05,256.14,27.62
17/11/2019,2019,11,17,A,2.2,0,0,2.44,301.62,27
18/11/2019,2019,11,18,A,2.2,0,0,1.86,252.21,26.71
19/11/2019,2019,11,19,A,2.2,0,0,3.1,216.95,26.68
20/11/2019,2019,11,20,A,2.2,0,0,6.41,163.18,26.52
21/11/2019,2019,11,21,A,2.2,0,0,7.02,84.24,26.25
22/11/2019,2019,11,22,A,2.2,0,0,5.12,92.45,27.18
23/11/2019,2019,11,23,A,2.2,0,0,3.29,190.87,28.09
24/11/2019,2019,11,24,A,2.2,0,0,2.63,237.55,28.4
25/11/2019,2019,11,25,A,2.2,0,0,2.89,190.42,28.33
26/11/2019,2019,11,26,A,2.2,0,0,6.46,123.16,27.91
27/11/2019,2019,11,27,A,2.2,0,0,6.95,100.61,27.98
28/11/2019,2019,11,28,A,2.2,0,0,7.42,75.39,28.34
29/11/2019,2019,11,29,A,2.2,0,0,6.08,69.17,27.96
30/11/2019,2019,11,30,A,2.2,0,0,4.3,107.25,27.84
1/12/2019,2019,12,1,A,2.2,0,0,4.21,124.01,27.9
2/12/2019,2019,12,2,A,2.2,0,0,2.61,294.34,27.77
3/12/2019,2019,12,3,A,2.2,0,0,3.11,234.04,27.18
4/12/2019,2019,12,4,A,2.2,0,0,2.96,220.63,26.48
5/12/2019,2019,12,5,A,2.2,0,0,3.93,172.87,26.15
6/12/2019,2019,12,6,A,2.2,0,0,4.42,160.15,26.14
7/12/2019,2019,12,7,A,2.2,0,0,3.52,224.29,26.21
8/12/2019,2019,12,8,A,2.2,0,0,3.53,154.5,26.49
9/12/2019,2019,12,9,A,2.2,0,0,5.76,102.03,26.48
10/12/2019,2019,12,10,A,2.2,98,44.55,6.41,126.91,27.21
11/12/2019,2019,12,11,A,2.2,0,0,5.73,83.26,27.75
12/12/2019,2019,12,12,A,2.2,0,0,5.62,76.3,27.65
13/12/2019,2019,12,13,A,2.2,0,0,4.22,148.78,28.03
14/12/2019,2019,12,14,A,2.2,0,0,2.68,206.46,28.11
15/12/2019,2019,12,15,A,2.2,0,0,4.93,169.29,28.15
16/12/2019,2019,12,16,A,2.2,0,0,7.84,118.71,27.79
17/12/2019,2019,12,17,A,2.2,133,60.45,4.96,150.98,28.08
18/12/2019,2019,12,18,A,2.2,0,0,3.58,288.6,27.79
19/12/2019,2019,12,19,A,2.2,0,0,4.62,153.13,26.13
20/12/2019,2019,12,20,A,2.2,0,0,2.9,300.72,26.27
21/12/2019,2019,12,21,A,2.2,0,0,2.39,217.98,26.92
22/12/2019,2019,12,22,A,2.2,0,0,2.25,295.44,27.61
23/12/2019,2019,12,23,A,2.2,0,0,2.55,314.91,27.08
24/12/2019,2019,12,24,A,2.2,0,0,2.51,295.02,25.95
25/12/2019,2019,12,25,A,2.2,0,0,4.05,193.06,27.14
26/12/2019,2019,12,26,A,2.2,0,0,4.05,193.06,27.14
27/12/2019,2019,12,27,A,2.2,0,0,4.05,193.06,27.14
28/12/2019,2019,12,28,A,2.2,0,0,4.05,193.06,27.14
29/12/2019,2019,12,29,A,2.2,0,0,4.05,193.06,27.14
30/12/2019,2019,12,30,A,2.2,0,0,4.05,193.06,27.14
31/12/2019,2019,12,31,A,2.2,0,0,4.05,193.06,27.14
1/1/2018,2018,1,1,E,0.6,14,0,2.94,209.46,26.08
2/1/2018,2018,1,2,E,0.6,7,0,4.02,211.99,24.99
3/1/2018,2018,1,3,E,0.6,7,0,2.26,315.16,24.35
4/1/2018,2018,1,4,E,0.6,0,0,2.62,298.51,24.16
5/1/2018,2018,1,5,E,0.6,0,0,3.43,222,23.35
6/1/2018,2018,1,6,E,0.6,7,0,5.71,138.44,23.38
7/1/2018,2018,1,7,E,0.6,7,0,8.03,111.88,24.44
8/1/2018,2018,1,8,E,0.6,7,0,5.17,118.87,25.72
9/1/2018,2018,1,9,E,0.6,7,0,2.45,212.77,26.23
10/1/2018,2018,1,10,E,0.6,0,0,2.96,203.17,26.12
11/1/2018,2018,1,11,E,0.6,0,0,6.12,144.42,25.98
12/1/2018,2018,1,12,E,0.6,14,0,3.38,280.76,26.27
13/01/2018,2018,1,13,E,0.6,7,0,2.64,299.9,24.94
14/01/2018,2018,1,14,E,0.6,7,0,3.93,232.45,23.71
15/01/2018,2018,1,15,E,0.6,7,0,3.78,222.68,22.71
16/01/2018,2018,1,16,E,0.6,0,0,4.46,192.62,22.94
17/01/2018,2018,1,17,E,0.6,0,0,3.52,250.7,24.29
